Kalimat,Formalitas
sebab engkau tidak tau apa yang akan hilang daripadamu di masa yang akan datang,1
siapa tau thn dpn gua jadi bego bio,0
mungkin tahun depan saya jadi bodoh di biologi,1
siapa tau juga thn dpn lu malah kepincut fis,0
mungkin juga tahun depan kamu tertarik fisika,1
sama kek gw benci bgt sm kimia,0
sama seperti saya benci sekali dengan kimia,1
malah jd suka sm kimia,0
malah jadi suka sama kimia,1
mulai dr bab brp si lu begitu,0
mulai dari bab berapa kamu begitu?,1
kt buta banget sm kim,0
kita sangat buta terhadap kimia,1
bego de gue,0
bodoh sekali saya,1
trs materi yg bikin lu mulai demen kim,0
lalu materi yang membuatkamu mulai menyukai kimia,1
materi yg bkin gua demen,0
materi yang membuat saya suka,1
gua ketampar kenyataan pas uh kim prrtama,0
saya tertampar kenyataan ketika ulangan kimia pertama,1
gua menekuni bab bab selanjutnya,0
saya menekuni bab bab selanjutnya,1
gua ketampar terus di tiap bab,0
saya terus tertampar di tiap bab,1
pesan moral jgn pernah mau susulan sama busugi,0
pesan moral jangan pernah mau ulangan susulan bersama ibu sugi,1
dia plg benci periksa ulangan gelombang dua,0
dia paling benci memeriksa ulangan gelombang dua,1
pesan moral kalo ulangan bujuk busugi cek dluan pny lu biar ga penasaran,0
pesan moral jika ulangan bujuk ibu sugi memeriksa milikmu terlebih dahulu supaya tidak penasaran,1
bbrp tuntutan perbaikan ekonomi yg harus segera dilakukan oleh pemerintahan habibie apa,0
apa saja beberapa tuntutat perbaikan ekonomi yang harus segera dilakukan oleh pemerintahan habibie,1
gua itu udah memperkirakan semuanya,0
saya sudah memperkirakan semuanya,1
kalo semuanya meleset dr perkiraan gua berarti ada invisible hand aja gitu,0
jika semuanya meleset dari perkiraan saya maka artinya ada intervensi tak terlihat,1
entah itu meleset jadi wow ato jadi adow,0
entah itu meleset menjadi lebih baik atau jadi lebih buruk,1
cuma itu yg berhub sama ekonomi,0
hanya itu yang berhubungan dengan ekonomi,1
iy yg eko doang di gambar itu,0
ya di gambar itu hanya mengenai ekonomi,1
bu sugi kan wkt it liat gw,0
ibu sugi melihat saya waktu itu,1
klo lu yg curhat cuma bisa pasang kuping doang,0
jika kamu yang bercerita saya hanya bisa jadi pendengar,1
trus busugi ga blg apa lg,0
lalu ibu sugi tidak mengatakan apa apa lagi,1
gk ush ngomomg gitu,0
tidak perlu berbicara begitu,1
dan entah kenapa semua pertanyaan bu sugi soal biologi satupun sampe saat ini blm ada yg bs gua jawab,0
dan entah kenapa semua pertanyaan ibu sugi mengenai biologi satupun belum ada yang bisa saya jawab,1
ah lu aja yg berasa kek gt,0
itu hanya perasaanmu saja,1
dia kesel kl lu bs jawab pertanyaan dia,0
dia akan merasa kesal jika lu bisa jawab pertanyaan dia,1
dia nanya gw soal cara kerja sabun,0
dia bertanya pada saya mengenai cara kerja sabun,1
cb michelle gmn mnrt lu jawaban yg benar,0
bagaimana jawaban yang benar menurut michelle,1
dia udh jelasin d kls gw,0
dia sudah menjelaskan di kelas saya,1
selalu ada cara doi menghubungkan bio ke kimia,0
dia selalu bisa menghubungkan biologi dan kimia,1
dia ga jelasin smpe detil gt,0
dia tidak menjelaskan secara mendetail,1
emg di kls lu dia blg apa,0
memang apa yang dia katakan di kelasmu,1
dia ga smpe berhub ke bio,0
dia tidak sampai berhubungan ke biologi,1
karna mungkin dia tau kelas gua tingkatannya ga sampe otak tingkatan kls lu,0
karena mungkin dia tahu bahwa kelas saya tidak sama tingkatannya dengan kelasmu,1
isi kelas lu yg pinter banyak,0
banyak orang pintar di kelasmu,1
pdhl di kls lu yg kenceng bionya byk,0
padahal di kelasmu banyak yang pintar biologi,1
kyknya pertanyaan bu sugi waktu itu gw bisa jwb,0
sepertinya pertanyaan ibu sugi waktu itu bisa saya jawab,1
alasan gagalnya habibi kembali mencalonkan diri sebage pres,0
alasan habibie gagal mencalonkan diri kembali sebagai presiden,1
knp air di ledeng bisa dingin padahal suhu ruangan panas,0
kenapa air ledeng bisa terasa dingin pada suhu ruangan yang panas,1
kan dia yg ga mau,0
padahal dia yang tidak mau,1
krisis moneter hampir terjadi di seluru asia tapi kondisi eko indo tidak knjung pulih,0
krisis moneter terjadi hampir di seluruh asia tetapi kondisi ekonomi indonesia tidak kunjung pulih,1
jawaban gw soal itu spekulasi full,0
jawaban saya waktu itu murni dugaan pribadi,1
indo kena krisis moneter luar dalem,0
indonesia terkena krisis moneter luar dalam,1
ada yg mau cari tau cairan apa yg bisa nyala kyk gini,0
ada yang mau mencari tahu cairan apa yang bisa menyala seperti ini,1
tp gw jg perna denger bubuk semacem glitter yg bahannya fosfor,0
tapi saya juga pernah mendengar bubuk sejenis glitter berbahan dasar fosfor,1
tapi kan harus tau kerja sama yg mana aja,0
tapi harus mengetahui kerja sama yang mana saja,1
mksdnya export import sama siapa,0
maksud saya ekspor impor dengan siapa,1
tp biasanya negara target mah gampang,0
tapi biasanya negara target itu mudah,1
gw takutnya gw yg disuruh dluan,0
saya takut saya yang diminta duluan,1
selama d kls gw gaad jason,0
selama di kelas saya tidak ada jason,1
gw bisa perang sama jason,0
saya bisa perang dengan jason,1
kwkwkw henry seru diajak debat,0
hahaha henry seru diajak debat,1
dia udh pake bahasa ekonomi itu,0
dia sudah pakai bahasa ekonomi,1
dia ngambil yg dia gk bisa,0
dia mengambil yang dia tidak bisa,1
masalahnya ipa ga ngasi ampun kl lu gbs,0
sayangnya ipa keras terhadap orang yang tidak bisa,1
kl kls lu dpt tugas yg sama,0
jika kelasmu mendapatkan tugas yang sama,1
bkn lu doang yg potong rambut,0
bukan hanya kamu yang memotong rambut,1
sejau mana kls lu diajarin,0
sejauh mana kelasmu diajarkan,1
eh lu kimia dapet presentasi apa,0
presentasi apa yang kamu dapatkan untuk kimia,1
gua jd ketua kelompok gebleg,0
saya menjadi ketua kelompok,1
yg bisa dikasi materi byk,0
yang bisa diberikan banyak materi,1
eh abis itu gw yg kena,0
sesudah itu saya yang kena,1
prediksi lu gua dipercayakan pegang bab apa,0
menurutmu bab apa yang akan dipercayakan kepada saya,1
kok keliatannya susah semua sihh,0
kenapa semua terlihat sulit,1
kwkwkw abis tu tabel periodik gol a,0
hahaha sesudah itu tabel periodik golongan a,1
ini lbh ngeri drpd ul,0
hal ini lebih mengerikan dibandingkan ulangan,1
ya misal kek td pm,0
semisal tadi pada saat pendalaman materi,1
it ada penerapannya air radiator sama kembang gula,0
hal tersebut diterapkan pada air radiator dan kembang gula,1
dr gambar itu aja dijelasin knp bs begitu,0
dari gambar tersebut saja harus dijelaskan kenapa bisa begitu,1
bgmn peran senyawa yg dibahas dlm materi,0
bagaimana peran senyawa yang dibahas dalam materi,1
tp jujur karena pm tadi gua jd geli sama kembang gula,0
tapi sejujurnya karena pendalaman materi tadi saya jadi geli dengan kembang gula,1
kembang gula itu byk d permen,0
kembang gula itu banyak terdapat pada permen,1
kwkwkw tp bkn maksudnya sisa pabrik sabun jadi makanan lgsg,0
hahaha tapi bukan berarti sisa pabrik sabun langsung dijadikan makanan,1
tp ttp aja judulnya turunan sabun,0
tapi tetap saja dia merupakan turunan sabun,1
karena td mama sugi bahas lagi fermentasi gula yg bekas gw praktek,0
karena tadi ibu sugi membahas lagi fermentasi gula yang saya praktekkan,1
kebetulan gw jg dendam sama percobaan itu,0
kebetulan saya ada dendam dengan percobaan tersebut,1
kebetulan lagi supervisor percobaan bio kel gw wkt itu ada bu suginya,0
kebetulan lagi pengawas percobaan biologi kelompok saya waktu itu salah satunya adalah ibu sugi,1
nanti tunggu lu dpt kelompok,0
tunggu kamu mendapat kelompok,1
untungnya per materi dia kasi pokok bahasan yg bs jd fokus,0
untungnya untuk setiap materi dia memberikan pokok bahasan yang bisa dijadikan fokus,1
iya ntar derry pokoknya yg pusing,0
ya nanti intinya derry yang pusing,1
dia gua ciduk atur slide,0
dia saya culik untuk mengatur slide,1
nah yg isinya plg byk org itu kelompok yg materinya paling susah,0
kelompok dengan anggota terbanyak adalah yang materinya paling sulit,1
gol b nanti ibu yg urusin,0
golongan b akan diurus oleh ibu,1
jadi gua harus baca apaa,0
jadi apa yang harus saya baca,1
ohiya gw paham mksd lu,0
oh ya saya paham maksudmu,1
dr yg dua pilin itu,0
dari dua pilin itu,1
asal keluar gk dipikir terlebih dahulu,0
keluar sembarangan tanpa dipikirkan terlebih dahulu,1
emg td gw blg knp malam ini,0
memangnya apa yang saya katakan mengenai malam ini,1
emg faedah banget gua baca esis kim kwkwlwkw,0
memang esis kimia itu sangat berguna,1
karena level lu uda segitu,0
karena levelmu sudah sampai sana,1
level gue apa jir kl lu atom,0
jika levelmu atom apa levelku,1
aku cukup puas disuruh maju terus di pm,0
aku cukup puas disuruh maju terus di pendalaman materi,1
rasanya gw pengen nyanyi lagu,0
rasanya aku ingin bernyanyi,1
kita liat retoriknya apakah terbukti,0
kita lihat apakah retoriknya terbukti,1
lebih tepatnya gw butuh nomor,0
lebih tepatnya saya butuh nomor,1
sebar perintah serata mungkin seefisien mungkin,0
sebarkan perintah serata mungkin dan seefisien mungkin,1
kt diciptakan utk jd kepala dan bkn ekor,0
kita diciptakan untuk menjadi kepala dan bukan ekor,1
sayangnya tipe org kyk jason mls jadi kepala,0
sayangnya tipe orang seperti jason malas jadi kepala,1
hadeh gua lg menjalankan duo karir,0
saya sedang mengerjakan tugas berdua,1
duo karir aja gua kesel gmn solo karir,0
jika berdua saja saya kesal bagaimana kalau sendiri,1
solo karir justru menurut gw da best,0
justru menurut saya bekerja sendiri adalah yang terbaik,1
semua variabel kerja lu yg atur,0
semua variabel kerja kamu atur sendiri,1
pgn gua marahin cuma cewe jd gbs d marahin,0
ingin aku marahi akan tetapi dia perempuan,1
uda tau dapet bab paling banyak,0
sudah tahu dapat bab terbanyak,1
bab plg rmt plg ssh,0
bab paling rumit paling susah,1
klo mw msk kel gua cm mau nilai gua tendang,0
jika ingin masuk kelompokku hanya untuk nilai saya tendang,1
gua begadang kek org bego tp anggota goyang kaki keciprat berkah surga,0
saya tidak tidur seperti orang bodoh tapi anggota bersantai saja,1
michelle sdh paham cara kerja dunia,0
michelle sudah mengerti bagaimana dunia ini bekerja,1
yaud dong toh w d suru,0
ya sudah lagipula saya disuruh,1
tp kerjaan dia somplak smw,0
tapi pekerjaannya tidak ada yang beres,1
sama aja gw hrs rombak ulang,0
sama saja saya harus mengerjakan ulang,1
bsk gua suru kerjain yg bru,0
besok akan saya suruh kerjakan yang baru,1
mending gua kerja,0
lebih baik saya kerja,1
minta didoain tau ga org kaya gitu,0
orang seperti itu ingin saya doakan,1
gk ush mikir lgi gmn mau idup di dunia,0
tidak usah lagi memikirkan hidup di dunia,1
mau msk ptn juga,0
mau masuk ke ptn juga,1
jason bs baca niat gua,0
jason bisa membaca niatanku,1
gw aja edit ppt sambil ladenin tmn gua keluhan,0
saya saja menyunting presentasi sambil meladeni keluhan teman saya,1
oh lu punya temen jason,0
oh jadi jason punya teman,1
lu bab apa si jason,0
bab apa yang kamu kerjakan jason,1
kan lu ga maju bsk,0
bukankah kamu tidak maju besok,1
bsk yg maju halogen sm gas mulia,0
besok yang maju adalah kelompok halogen dan gas mulia,1
iya tp jumat gw kena,0
iya tapi saya maju hari jumat,1
gw br persiapan pemanfaatan magnesium,0
saya baru persiapan pemanfaatan magnesium,1
manfaat ga w bkin,0
manfaatnya tidak saya buat,1
maksa gw hrs ringkas lg,0
memaksa saya untuk meringkas lagi,1
gua yg bacain gua ringkasin gua bikin ppt,0
saya yang membacakan saya yang meringkas saya yang membuat presentasi,1
tp gua damprat lgsg suru rngks lg,0
tapi saya marahi dan langsung saya suruh ringkas sekali lagi,1
jujur aja derry tugas tik kali ini gua minta ampun tidak membantu karena gatau mau apa,0
sejujurnya derry untuk tugas tik kali ini saya minta maaf tidak membantu karena tidak tahu mau melakukan apa,1
tapi kelompok gw ada jason tuh,0
tapi di kelompok saya ada jason,1
kalo mepet baru nanyain eh tgsnya gmn,0
jika terjepit baru menanyakan tugas,1
mending alvin bantu cari ide,0
alvin masih lebih baik karena dia membantu dengan mencari ide,1
artinya kau di bwh alvin,0
artinya kamu di bawah alvin,1
saya mengakui dgn sangat memalukan bahwa ini kali pertama kerja kelompok kontribusi gw nol,0
saya mengakui dengan sangat memalukan bahwa ini kali pertama dalam kerja kelompok saya tidak berkontribusi,1
ngirim foto aja ampe skrg blm dikirim,0
sampai sekarang saja fotonya belum dikirim,1
bsk juga gk bakal inget,0
besok pun tidak akan ingat,1
tugas paling gampang aja gk dikerjain jason,0
tugas termudah saja tidak kamu kerjakan jason,1
gw emg blm buka file,0
saya memang belum membuka file,1
klo diliat dlm segi pendidikan bener gk,0
apakah benar jika dilihat dari segi pendidikan,1
klo gaad sesi tny jwb,0
jika tidak ada sesi tanya jawab,1
gua udh d lempar pertanyaan sm busugi sih,0
saya sudah mendapatkan pertanyaan dari ibu sugi,1
nah gw jg mau lempar pertanyaan ke vri,0
saya juga mau memberikan pertanyaan kepada vri,1
tp wktu itu pertanyaannya apa,0
tapi apa pertanyaan waktu itu,1
grgr thalia slh ngmg jd dipertanyakan sm busugi,0
karena thalia salah bicara sehingga ibu sugi meragukannya,1
oh brrt lu beda nomor sama gw,0
artinya nomor kita berbeda,1
cepet ilangnya tp diproduksi dgn laju reaksi yg sama cepet,0
cepat hilang tapi diproduksi dengan laju reaksi yang sama cepatnya,1
eh jason gw butu debat,0
jason saya butuh debat,1
cb kl tulang lu lunak kek gt,0
bayangkan tulang anda lunak seperti itu,1
gua rasa dia sensi sm suhu,0
saya rasa dia sensitif terhadap suhu,1
selain sensi suhu gw rasa kadar air,0
selain sensitif terhadap suhu saya rasa juga terhadap kadar air,1
kebetulan pm kim gua tadi bu sugi bahas pelembab,0
kebetulan pendalaman materi kimia saya tadi ibu sugi bahas pelembab,1
cmn karena kurang pelembab kulit lu begitu,0
hanya karena kurang pelembab kulitmu begitu,1
gua ke tmpt dingin,0
saya ke tempat dingin,1
ga d garuk lgsg merah,0
tidak digaruk langsung merah,1
gara ad jrwt kcl si,0
karena ada jerawat kecil,1
jd keliatannya inflamasi gt jerawatnya jd bintik keliatannya,0
sepertinya inflamasi sehingga jerawatnya terlihat berbintik bintik,1
brrt mslh bkn d plmbb,0
berarti masalahnya bukan pada pelembab,1
asal lu tau w msh bgg knp kulit kepala gw,0
sekedar informasi untukmu saya masih bingung mengenai kulit kepala saya,1
kek kdg suka kluar cairan gt anj,0
terkadang suka mengeluarkan cairan,1
tp sembuh nya berkala gt,0
tapi sembuhnya berkala,1
udh smbuh eh galamaa gitu lg,0
sesudah sembuh tidak lama kemudian akan kambuh lagi,1
gw kirim tugas yg kalender ke lu ya,0
saya kirim tugas kalendernya ke kamu ya,1
klo bisa kasi tau juga,0
jika bisa beri tahu juga,1
cb gw bc bailmu btr,0
coba saya baca bailmu sebentar,1
gua harus baca dlu ya baru ngerti,0
saya harus baca terlebih dahulu baru mengerti,1
gua kira lo uda baca,0
saya kira kamu sudah membaca,1
oke lu tls dl de,0
baiklah kamu tuliskan saja dulu,1
gua gmbr nnti klo udh kelar gua bru kt debat,0
saya gambarkan terlebih dahulu jika sudah baru kita debat,1
lu cr referensi lain de,0
kamu carilah refrensi lain,1
biar siap gua gembleng berbagai pertanyaan,0
supaya siap saya hadapkan dengan berbagai pertanyaan,1
gua gangerti proses pindah silang,0
saya tidak mengerti proses pindah silang,1
si atas kiri materi genetiknya geser sebagian ke bawah kiri,0
materi genetik di bagian atas kiri akan bergeser sebagian ke bawah kiri,1
bawah kiri jg tukeran sama atas kiri,0
bagian bawah kiri juga akan bertukar tempat dengan bagian atas kiri,1
jd gamungkin silang atas kiri ke bawah kanan,0
jadi tidak mungkin persilangan antara bagian atas kiri dengan bagian bawah kanan,1
yg pindah si lengannya kan,0
yang berpindah adalah lengannya,1
supaya nanti hasilnya kromosom yg kode genetiknya baru,0
supaya menghasilkan kromosom dengan kode genetik yang baru,1
di tengah ada lokasi dia nempel,0
di tengah terdapat lokasi untuk penempelan,1
tlg ingat anda debat sama yg masi nyangkut di materi genetika,0
tolong ingat anda sedang berdebat dengan orang yang masih tersangkut di materi genetik,1
jd validitas jawaban gw jg gw sendiri meragukan,0
jadi validitas jawaban saya sendiri pun meragukan,1
di posisi piramida ekosistem kan dia plg bawah,0
dia terdapat pada posisi paling bawah dalam piramida ekosistem,1
jd lu ambil plankton dari habitat asli,0
jadi kamu mengambil plankton dari habitat aslinya,1
biar yg lu tangkep planktonnya doang,0
supaya yang kamu tangkap hanya planktonnya saja,1
trs ambil sedikit air lautnya dipisah air lautnya jadiin sampel air habitat,0
lalu ambil sedikit air dari sampel tersebut dan pisahkan menjadi sampel air habitat,1
bu sugi mau periksa tp dia sala buku,0
ibu sugi ingin memeriksa akan tetapi dia salah buku,1
trs td pm juga ngantuk gurunya,0
lalu pada saat pendalaman materi pun beliau mengantuk,1
skrg wakepssek pa hila kn,0
apakah wakil kepala sekolah sekarang adalah pak hila,1
pahila it guru koordinator kesiswaan,0
pak hila adalah guru koordinator kesiswaan,1
tp dia ngajar semua unit,0
tapi dia mengajar semua unit,1
jd gausa dijejelin jabatan khusus,0
jadi tidak perlu diberikan jabatan khusus,1
cukup kasi surat edaran,0
cukup dengan surat edaran saja,1
biar ga d bgnin pagi buta,0
supaya tidak dibangunkan pada pagi buta,1
eh samyang pake kuah g,0
apakah samyang memakai kuah,1
selama ini w pake kuah hm,0
selama ini saya pakai kuah,1
gw aja gaperna makan samyang,0
saya bahkan tidak pernah makan samyang,1
eh jason emg lu mempersiapkan apa bwt bsk,0
apa yang jason persiapkan untuk besok,1
yg ngetik sm print rapot itu guru,0
yang mengetik dan mencetak rapor adalah guru,1
knp jd kt yg mempersiapkan,0
kenapa jadi kita yang mempersiapkan,1
walaupun gw bandingin ad peningkatan dr thn kmrn,0
walaupun setelah saya bandingkan terdapat peningkatan dari tahun lalu,1
eh ambl rpot d surat edaran,0
ambil rapor di surat edaran,1
makanya gw bilang bsk pagi bgt gw,0
sudah kubilang besok akan pagi sekali,1
iya gua ud dgr td,0
ya saya sudah dengar tadi,1
michelle mo ikut ke matraman gk,0
apakah michelle mau ikut ke matraman,1
busugi emg ga kasi detik kimia,0
apakah ibu sugi tidak memberikan detik kimia,1
klo nnt ud dkt un,0
jika nanti sudah dekat un,1
gtw de kl ud dkt un,0
saya tidak tahu jika sudah dekat un,1
apalagi rumor kencang unbk feb,0
apalagi terdapat rumor bahwa unbk dilaksanakan februari,1
gw berharap april aja lah,0
saya berharap april saja,1
w msh ksel gaad perpis,0
saya masih kesal karena tidak ada perpisahan,1
kls gw ga bs mengorganisir diri sendiri,0
kelas saya tidak bisa mengorganisir diri sendiri,1
kls w apalagi kl kls lu gbs,0
jika kelasmu tidak bisa apalagi kelas saya,1
mau kemana aja ga bs nentuin,0
bahkan tidak bisa menentukan mau pergi ke mana,1
perpis kelas lu doang,0
perpisahan kelasmu saja,1
kwkw kan sp tau kls lu mau ke tmpt lain,0
haha siapa tahu kelasmu mau pergi ke tempat lain,1
kls w mah misah skls psti,0
kelas saya sudah pasti berpisah sekelas,1
kls w kan ad kubu wkwkw,0
karena dalam kelas saya terdapat kubu,1
kls gw ud dilem mama sugi dr awal tahun,0
kelas saya sudah dilem ibu sugi dari awal tahun,1
tp mau gmn kenyataan ga seindah ekspektasi,0
tetapi kenyataan tidak seindah ekspektasi,1
udh g bgtu keliatan si kubunya ttp aja tp aura ny msi ad,0
kubunya memang sudah tidak begitu terlihat tapi auranya tetap masih ada,1
er saya mah apa atuh,0
apalah saya,1
kesini mau aja,0
ditanya mau ke sini jawabannya mau,1
ditanya siapa ga nentu mau juga,0
ditanya siapa yang belum tentu pun saya iya juga,1
ditanya siapa gk tentu ikut iya juga,0
pas ditanya belum tentu ikut iya juga,1
pengen di introgasi sama bu sugi,0
ingin diinterogasi oleh ibu sugi,1
dan dpt gelar gw dari bu rio,0
dan mendapat gelar dari ibu rio,1
ditanya tdi sama bu rio,0
tadi saya ditanya oleh ibu rio,1
jujur it pertanyaan gw lontarin karena kepikiran senin gw ditaunt sama si ibu,0
sejujurnya pertanyaan itu saya lontarkan karena teringat senin saya ditantang oleh beliau,1
jd gw pikir pertanyaan gw ga bole receh kyk biasanta,0
jadi saya berpikir pertanyaan saya tidak boleh asal seperti biasanya,1
begitu gw tau bahwa trnyt mereka cmn salah materi,0
begitu saya tahu bahwa mereka hanya salah materi,1
kita mau pergi jam brp,0
jam berapa kita mau pergi,1
bsk yg ambil bokap gw,0
besok ayah saya yang mengambil,1
kl nyokap gw msh bs,0
jika ibu saya masih bisa,1
hdd nya juga gk jdi,0
hdd nya juga tidak jadi,1
gw kasi pas ambil rapot,0
saya berikan saat ambil rapor,1
bsk lu pd jd ke matraman,0
apakah besok kalian jadi ke matraman,1
gwnya yg kyknya ga jd,0
sepertinya saya sendiri yang tidak jadi,1
gw ke rmh lu aja,0
saya ke rumahmu saja,1
gw yakin kita ketemuan bokap gw aja msh ngopi,0
saya yakin ketika kita bertemu ayah saya masih minum kopi,1
gw yakin nyampe sono butuh waktu,0
saya yakin untuk sampai sana butuh waktu,1
ah ambil rapot serasa wawancara,0
ambil rapor rasanya seperti wawancara,1
gw bntr lgi sampe kok jason,0
saya sebentar lagi sampai jason,1
gw udh pergi kok,0
saya sudah pergi,1
gua supervisor kimia y,0
saya supervisor kimia ya,1
tp gw disangka ga suka kimia,0
tapi saya disangka tidak menyukai kimia,1
trus busugi mengulurkan tgn kek mw jabat tangan,0
lalu ibu sugi mengulurkan tangan seperti ingin berjabat tangan,1
soalny td si ibu cerita,0
karena tadi ibu bercerita,1
plg byk masuk ui itu teknik kimia,0
paling banyak yang masuk ke ui adalah jurusan teknik kimia,1
karena ud ada yg msk situ,0
karena sudah ada yang pernah masuk ke sana,1
banting ke itb jurusan lain,0
pindah ke itb jurusan lain,1
karena trnyt anak ini gatau mapping mata kuliah,0
karena ternyata anak ini tidak tahu mengenai pemetaan mata kuliah,1
dia pikir semua yg bakal dipelajarin cuma bio,0
pikirnya semua yang akan dipelajari hanya seputar biologi,1
lu jd ambl apa jason,0
jadi apa yang kamu ambil jason,1
lu buka rekor baru ui aja,0
kamu buka saja rekor baru ui,1
mala lu tau bu sugi blg apa,0
apakah kamu tahu apa yang ibu sugi katakan,1
kl kamu mau bio saya saranin kamu unud,0
jika kamu mau biologi saya sarankan kamu ke unud,1
apa cuma gw disini yg bener memprediksi kata bu sugi,0
apa hanya saya disini yang memprediksi perkataan ibu sugi dengan benar,1
klo ngomong sama bu sugi skrg bkn siap lgi gw,0
saya belum siap untuk berbicara dengan ibu sugi sekarang,1
trs banyak materi kek gua gakenal samsek,0
kemudian banyak materi yang tidak saya kenal sama sekali,1
bu sugi mungkin pengertian kpd kami yg nilainya jelek,0
ibu sugi mungkin pengertian kepada kami yang nilainya kurang baik,1
rapot gw angka siluman,0
rapor saya angka siluman,1
lu pikir w ga siluman hah,0
kamu pikir saya tidak siluman,1
angka mid sem bi drmn woiii,0
darimana nilai pertengahan semester bi itu datang,1
gua tapi gua gatau gua dr nilai apa,0
saya tapi saya tidak tahu dari nilai apa itu,1
it jstru lbh siluman,0
itu justru lebih siluman,1
sumpah lu tugas kim ad nlaunya,0
sumpah kamu punya nilai tugas kimia,1
gue liat aja cm brp biji nlainya,0
saya hanya melihat beberapa nilai,1
stts akreditasi sdg dlm proses,0
status akreditasi sedang dalam proses,1
ap aj yg lu jlsin soal dia,0
apa saja yang kamu jelaskan mengenai dia,1
cmn jjr gw tertarik sama doi,0
tapi sejujurnya saya tertarik pada dia,1
lu bahasnya gmn emg nnt,0
bagaimana nanti kamu mau membahasnya,1
lu slh sebut mati digembleng jir,0
jika kamu salah sebut maka kamu akan mati,1
skrg brrt tinggal kesadahan air,0
berarti yang tertinggal hanya kesadahan air,1
nah gua jg g ngrt tu kesadahan air gmn,0
saya juga tidak mengerti mengenai kesadahan air,1
eh lu pd mw k ui lg ga,0
apakah kalian mau ke ui lagi,1
kalo misalkan gua ke ui lg,0
jika seandainya saya ke ui lagi,1
kek kt pegi wkt dl,0
seperti waktu itu kita pergi,1
lu klo gitu bolos dari awal michelle,0
jika ingin melakukan itu harusnya kamu bolos dari awal michelle,1
tau kan absen gue bersi,0
kamu tahu absen saya bersih,1
lu udh pernah izin ke perkuliahan gk,0
apakah kamu sudah pernah izin untuk ke tempat perkuliahan,1
klo blom pernah berarti bisa,0
jika belum maka kamu bisa,1
gw juga blm pernah izin,0
saya juga belum pernah izin,1
tp kan guru ud blg ga bole,0
tapi guru sudah bilang tidak boleh,1
gamungkin gua ijin ke unud jd ui aja,0
tidak mungkin saya izin ke unud jadi ke ui saja,1
emg siapa lg yg nanti target msk ui,0
memangnya siapa lagi yang nantinya memiliki target untuk masuk ui,1
guru liat kita ud satu paket,0
guru melihat kita sebagai satu paket,1
ada yg satu sebelahnya lg pasti nyusul,0
jika satu pergi maka sisanya akan menyusul,1
oh kyk bu rio gitu ya,0
seperti ibu rio,1
dia mikir knp tenaga kerja wanita bukannya tenaga kerja pria,0
dia memikirkan kenapa tenaga kerja wanita dan bukan tenaga kerja pria,1
ok skrg juga ke stasiun mabes,0
sekarang juga berangkat ke stasiun mabes,1
kenapa yg dipotong it lengan sama paha atas,0
kenapa yang dipotong adalah lengan dan paha atas,1
gw gk liat klo tangan,0
untuk tangan saya tidak melihatnya,1
tapi klo kaki itu kan dibelek,0
tapi untuk kaki prosesnya adalah dibedah,1
mau liat saluran darah mungkin,0
mungkin ingin melihat saluran darah,1
sarjana hukum yg gk tau sejarah pancasila,0
sarjana hukum yang tidak tahu sejarah pancasila,1
gmn mnrt lu,0
bagaimana tanggapan anda,1
gua menahan ngatain yg menganut sara ni,0
saya menahan diri dari mengeluarkan komentar sara,1
pengen gw damprat,0
ingin saya perdebatkan,1
itu tuh jenis org yg klo disindir dikit agamanya pasti ngamuk ampe pengadilan,0
itulah jenis orang yang jika disindir sedikit mengenai agama pasti akan mengamuk sampai tingkat pengadilan,1
lulusan mna si tu org,0
lulusan mana orang itu sebenarnya,1
trs video miris mahasiswa ngumpul pada teriak sumpah mendirikan nki,0
lalu video miris mahasiswa yang bersumpah mendirikan nki,1
ku kan terbang tinggi di awan,0
aku akan terbang tinggi di awan,1
anak laknat apa anak kimia,0
anak laknat atau anak kimia,1
derry bsk gw kirim presentasi agama,0
derry besok saya akan mengirimkan presentasi agama,1
gua kyknya agak gila karena alkali tana,0
saya sepertinya agak gila karena alkali tanah,1
tp feel ketika lu memahami sesuatu itu,0
tp perasaan ketika kamu memahami sesuatu itu,1
dr buku yg laknat itu,0
dari buku yang laknat itu,1
entah bnr ap ga kita liat bsk wkwkwk,0
benar atau tidaknya kita lihat besok hahaha,1
gw merasa terusik dgn ini,0
saya merasa terusik dengan ini,1
lu mancing debat jir,0
anda ini memancing debat,1
gw batal mandi karena ladenin ini lbh seru,0
saya tidak jadi mandi karena meladeni hal ini lebih seru,1
hub antara ttik ddi sm kereaktifan adala tidak ada,0
tidak ada hubungan antara titik didih dengan kereaktifan,1
itu suhu dimana larutan tersebut akan mendidih dan berubah mnjd fase berikutnya,0
itulah suhu dimana larutan tersebut akan mendidih dan berubah menjadi fase berikutnya,1
tp gw ngerasa aneh gt,0
tapi saya merasa aneh,1
jadi dia lebi reaktif toh,0
jadi dia lebih reaktif,1
gw jd gbs mandi dgn tenang,0
saya jadi tidak bisa mandi dengan tenang,1
karena td bikin ppt air sadah,0
karena tadi membuat presentasi air sadah,1
gw liat sabun jd ilfeel,0
saya jadi geli melihat sabun,1
sabun dlm air sadah ga bakal berbusa,0
sabun dalam air sadah tidak akan berbusa,1
tp lu jdnya apa si,0
tapi apa yang menjadi tujuanmu,1
udah lu mandi dlu cuk,0
sudah mandi dulu saja kamu,1
