Kalimat,Formalitas
bahkan saya tidak tahu bagaimana kamu membedakannya,1
jjr gw jg g ngrt,0
sejujurnya saya juga tidak mengerti,1
kwkwkw yes it jg bs,0
hahaha ya itu juga bisa,1
sejak kasus laju reaksi kunjaw instan kyk gitu gw mala jd ngeri,0
semenjak kasus laju reaksi saya takut dengan kunci jawaban instan seperti itu,1
kan si bu sugi minta cara,0
karena ibu sugi meminta caranya,1
jadi itu sebagai patokan aja,0
jadi gunakan itu sebagai acuan saja,1
kl dia mau pake itu si silakan,0
jika dia mau memakai itu maka silakan,1
tp busugi pasti tau mana yg kerja natural mana pake pelet,0
tapi ibu sugi pasti mengetahui mana yang bekerja dengan jujur dan mana yang tidak,1
dan gw rasa mustahil itu,0
dan saya rasa itu mustahil,1
gw buang ide gw soal video yg wkt itu,0
saya membuang ide soal video waktu itu,1
jason mau debat apa pkn,0
apa yang mau jason perdebatkan mengenai pkn,1
sistem pem ada apa aj si sbnrnya,0
sebenarnya ada sistem pemerintahan apa saja,1
gw jd ga fokus sial,0
saya menjadi tidak fokus,1
ap bedanya bentuk pem sistem pem,0
apa perbedaan bentuk pemerintahan dan sistem pemerintahan,1
gua dari dulu gpernah tau bedanya apa,0
dari dulu saya tidak pernah mengetahui apa perbedaannya,1
tp gw rasa lbh tinggi tingkatannya itu sistem pem,0
tapi saya rasa tingkatan yang lebih tinggi adalah sistem pemerintahan,1
tp ga dia g pk demokrasi,0
tapi dia tidak memakai demokrasi,1
kek ada yg ga beres,0
seperti ada yang tidak beres,1
ciri utama parlementer it dia punya perdana menteri setau w gt,0
sepengetahuan saya ciri utama parlementer adalah dia memiliki perdana menteri,1
pengen nanya ke bu sugi soal slide,0
ingin bertanya pada ibu sugi mengenai slide,1
tp nanti ganggu di lab,0
tapi nanti mengganggu di laboratorium,1
lu tlg jd akreditor ppt gw dong,0
kamu tolong jadi akreditor presentasi saya,1
katanya lu gk mau msk bsk,0
bukankah kamu tidak mau masuk besok,1
eh mw k ui g bsk,0
apakah besok mau ke ui,1
gw taksir kita keliling fmipa,0
saya memperkirakan kita akan berkeliling fmipa,1
sm tekno biopros kan di teknik,0
dan teknologi bioproses terdapat di teknik,1
lu mau nanya apa ga jason,0
apakah kamu mau menanyakan sesuatu jason,1
y ud bikin akun sono,0
ya sudah silakan buat akun,1
ya kek semacem akun gugel,0
seperti akun google,1
tp ini khusus ui punya,0
tapi yang ini khusus untuk ui,1
gw ngikut klo ada faedahnya,0
saya ikut jika ada manfaatnya,1
mending gw main ke rmh temen gw,0
lebih baik saya bermain ke rumah teman saya,1
jason ke sana mau ngapain,0
apa yang mau jason lakukan di sana,1
kan dr webnya dia blg buka jan,0
berdasarkan web dia mengatakan akan buka pada januari,1
gtw cek aja sekalian bikin akun,0
saya tidak tahu cek saja bersamaan dengan membuat akun,1
lu bikin akun nnti disana gt,0
apakah kamu akan membuat akun nanti di sana,1
pilih jalur masuk dr situ,0
jalur masuk dipilih dari sana,1
liat hasil sbmptn nanti dr situ juga,0
hasil sbmptn juga dilihat dari sana,1
ya kadang ada yg mau paralel,0
terkadang ada yang mau paralel,1
aduh jgn bikin paink donggg,0
tolong jangan membuat saya panik,1
panik tp ntar lulus cumlaude gua slepet lu,0
awas saja kalau kamu panik tapi lulus cumlaude,1
trs liat penjelasan jalur masukny,0
kemudian lihatlah penjelasan jalur masuknya,1
gliran ad wkt d ajak pd gmw,0
ketika ada waktu kalian tidak mau pergi ketika diajak,1
jadi lu mau cus apa mau cr waktu lain lg,0
apakah kamu mau pergi atau mencari waktu lain lagi,1
kl lu mau daftar buru,0
cepatlah jika kamu mau mendaftar,1
bdanya yg atas sm bwh apa,0
apa perbedaan antara yang atas dengan yang bawah,1
lu buka dl de webnya,0
bukalah situsnya terlebih dahulu,1
ah kyknya gw blm bs isi hr ini,0
sepertinya aku tidak bisa mengisinya hari ini,1
lu mw isi hr ini,0
kamu mau mengisinya hari ini,1
kl bisa diterima apa kaga kan blm tau org it cadangan,0
karena itu bersifat cadangan maka belum dapat diketahui diterima atau tidak,1
lu bayar itu dp kl lu ud dinyatakan diterima,0
kamu membayar uang muka ketika kamu sudah dinyatakan diterima,1
keterima aja belom lu bayar apaan,0
apa yang kamu bayar jika kamu bahkan belum diterima,1
iya kalo gua diterima mas,0
ya jika saya diterima,1
kalo diterima lu mw msk sana,0
jika diterima maukah kamu masuk ke sana,1
kl bisa ptn ya ptn mz,0
jika bisa ptn maka ptn,1
nah trs ada dua kemungkinan dinyatakan lulus seleksi atau ga lulus seleksi,0
kemudian ada dua kemungkinan yaitu dinyatakan lulus seleksi atau tidak lulus seleksi,1
nah itu gw ada pilihan,0
saya ada pilihan dalam hal itu,1
kl mau kuliah disana bayar dulu dp nya itu,0
jika ingin berkuliah disana maka bayar dulu uang muka tersebut,1
kl gw ga mw disitu,0
jika saya tidak mau disitu,1
misal di ui gw tembus,0
misalnya saya diterima di ui,1
konteks yg gw mksd kan fix msk,0
konteks yang saya maksud adalah sudah pasti masuk,1
kacangin aja nanti dia anggep otomatis gw mengundurkan diri,0
abaikan saja karena nanti saya otomatis dianggap mengundurkan diri,1
masa hasilnya ga keluar ampe agustus,0
maka hasilnya tidak akan keluar sampai agustus,1
ni ya gw kasi contoh sbmptn thn lalu,0
saya berikan sbmptn tahun lalu sebagai contoh,1
makin gw baca makin bikin pusing,0
semakin saya baca semakin memusingkan,1
knp sastra inggris terlihat menggoda,0
kenapa sastra inggris terlihat menggoda,1
ya cukup natural aja kemampuan debat gw,0
kemampuan debat saya cukup natural,1
mnrt gw debat lebih penting argumen lu kritis drpd ngomong lu rapi,0
menurut saya argumen yang kritis lebih penting daripada komunikasi yang rapi,1
knp gk di indonesia kyk gini,0
kenapa indonesia tidak seperti ini,1
org dibakar karena dituduh nyolong ampli,0
orang dibakar karena dituduh mencuri ampli,1
lu klo mingggu pelayanan smpe malem y,0
apakah kamu pelayanan sampai malam setiap minggu,1
bisa izin sih klo gw lgi sibuk,0
ketika saya sedang sibuk sebenarnya bisa izin,1
gw mau ciduk kalian,0
saya mau menculik kalian,1
lu cari lagu tabel periodik,0
kamu cari lagu tabel periodik,1
banner gelas plstik lima m,0
banner gelas plastik lima meter,1
digulung setenga mampus tau ga,0
sangat susah untuk digulung,1
ampe gw mesti angkat bertiga,0
sampai saya harus mengangkatnya bertiga,1
gw rasa bkn bu sugi,0
saya rasa bukan ibu sugi,1
senen gua di eksekusi,0
senin saya dieksekusi,1
gw memakai nama dan menyesuaikan sifat lu,0
saya memakai nama dan menyesuaikan sifatmu,1
semua pertanyaan bu sugi gw bakal geser ke lu,0
semua pertanyaan ibu sugi akan saya berikan kepadamu,1
itu si derry tadi mau bunuh gua di rumah nico,0
derry tadi berencana membunuh saya di rumah nico,1
trs br nyadar kimia presentasi kelompok dia sama gw blm maju,0
kemudian dia menyadari bahwa presentasi kimia kelompok dia dan saya belum selesai,1
ngomong jgn dibikin ambigu deh,0
jangan membuat kalimat yang ambigu,1
sry gk ikutan kaki gw gk bisa buat gerak,0
maaf saya tidak ikut karena kaki saya tidak bisa digunakan untuk bergerak,1
gw br kelar mandi,0
saya baru selesai mandi,1
baca berjuta kali ga ngrt,0
dibaca berjuta kali tetap tidak mengerti,1
kl lu rasa humornya ga dapet y jgn dicentang,0
jika kamu merasa tidak mendapat humornya maka jangan dicentang,1
mau yg bs d syg,0
mau yang bisa disayang,1
serius michelle mw yg mn,0
serius michelle mau yg mana,1
fc yg td bkn gw yg pegang lg,0
fotokopi yang tadi bukan saya lagi yang pegang,1
